I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
8,17,9,-12,0,13,-1,39,45,44,25,30
7,16,9,-11,-1,13,-2,33,40,41,22,27
7,14,7,-10,0,11,-3,29,36,38,20,26
9,14,5,-11,2,10,-4,25,32,36,19,25
7,11,4,-9,2,8,-5,20,26,32,16,23
2,5,3,-3,0,4,-7,16,20,28,13,20
1,2,1,-1,0,2,-8,12,16,24,11,18
0,1,1,0,0,1,-8,10,13,21,9,16
-4,-3,1,3,-3,-1,-10,7,9,17,7,14
-6,-5,1,5,-4,-2,-10,5,5,14,4,12
-4,-3,1,3,-3,-1,-10,3,3,12,2,11
-1,0,1,0,-1,0,-10,0,1,11,1,11
0,0,0,0,0,0,-11,-1,-1,9,0,9
-2,-4,-2,3,0,-3,-11,-4,-4,6,-2,7
-5,-8,-3,6,-1,-6,-12,-8,-7,4,-4,4
-9,-13,-4,11,-3,-9,-14,-10,-10,1,-7,1
-11,-15,-4,13,-4,-10,-15,-12,-12,0,-8,0
-13,-16,-3,14,-5,-10,-15,-12,-14,0,-9,0
-13,-16,-3,14,-5,-10,-15,-13,-16,-2,-9,-1
-14,-18,-4,16,-5,-11,-16,-16,-18,-5,-12,-3
-13,-19,-6,16,-4,-13,-18,-18,-20,-7,-13,-4
-11,-18,-7,14,-2,-13,-16,-18,-21,-8,-14,-4
-12,-18,-6,15,-3,-12,-16,-18,-22,-9,-16,-5
-10,-17,-7,13,-2,-12,-14,-18,-21,-9,-16,-4
-6,-13,-7,9,0,-10,-11,-16,-20,-7,-14,-3
0,-9,-9,4,4,-9,-10,-15,-20,-6,-14,-3
2,-7,-9,2,5,-8,-10,-15,-20,-6,-13,-3
-1,-11,-10,6,4,-11,-12,-16,-21,-7,-15,-5
-4,-15,-11,9,3,-13,-13,-17,-23,-8,-15,-6
-6,-17,-11,11,2,-14,-13,-17,-23,-9,-16,-7
-7,-18,-11,12,2,-15,-14,-17,-24,-10,-16,-7
-9,-19,-10,14,0,-15,-14,-17,-25,-10,-17,-7
-11,-22,-11,16,0,-17,-14,-18,-26,-12,-19,-8
-13,-24,-11,18,-1,-18,-16,-19,-27,-14,-21,-9
-12,-22,-10,17,-1,-16,-16,-19,-27,-15,-21,-9
-11,-20,-9,15,-1,-15,-15,-19,-28,-15,-21,-10
-10,-19,-9,14,-1,-14,-15,-19,-28,-16,-21,-11
-8,-18,-10,13,1,-14,-15,-18,-28,-16,-21,-11
-4,-15,-11,9,3,-13,-14,-17,-27,-15,-21,-11
-3,-15,-12,9,4,-14,-13,-16,-27,-15,-21,-11
-4,-15,-11,9,3,-13,-12,-16,-27,-15,-21,-10
-4,-16,-12,10,4,-14,-12,-16,-27,-16,-21,-10
-6,-18,-12,12,3,-15,-12,-17,-28,-17,-22,-12
-8,-20,-12,14,2,-16,-12,-18,-28,-18,-23,-13
-9,-19,-10,14,0,-15,-12,-17,-28,-18,-24,-13
-10,-20,-10,15,0,-15,-12,-18,-29,-18,-25,-14
-11,-20,-9,15,-1,-15,-13,-18,-29,-19,-26,-14
-9,-19,-10,14,0,-15,-13,-17,-30,-19,-27,-15
-9,-19,-10,14,0,-15,-13,-17,-30,-19,-28,-15
-9,-20,-11,14,1,-16,-13,-17,-31,-20,-28,-15
-9,-20,-11,14,1,-16,-13,-17,-32,-21,-28,-15
-11,-22,-11,16,0,-17,-13,-18,-32,-22,-28,-15
-13,-23,-10,18,-2,-17,-13,-18,-31,-22,-28,-15
-14,-23,-9,18,-3,-16,-12,-17,-31,-22,-28,-15
-15,-21,-6,18,-5,-14,-11,-17,-31,-22,-29,-15
-11,-17,-6,14,-3,-12,-10,-16,-30,-21,-29,-14
-10,-17,-7,13,-2,-12,-11,-17,-31,-22,-30,-15
-11,-20,-9,15,-1,-15,-13,-19,-32,-23,-31,-15
-11,-20,-9,15,-1,-15,-13,-18,-31,-22,-30,-16
-8,-18,-10,13,1,-14,-12,-16,-29,-21,-28,-15
-7,-14,-7,10,0,-11,-11,-15,-28,-20,-27,-13
-6,-12,-6,9,0,-9,-10,-14,-28,-19,-26,-13
-6,-13,-7,9,0,-10,-11,-16,-29,-21,-27,-14
-7,-14,-7,10,0,-11,-12,-17,-30,-21,-28,-15
-7,-15,-8,11,0,-12,-12,-17,-30,-21,-27,-15
-8,-16,-8,12,0,-12,-12,-16,-30,-21,-26,-14
-9,-18,-9,13,0,-14,-11,-15,-30,-20,-25,-14
-8,-17,-9,12,0,-13,-10,-13,-29,-20,-25,-13
-8,-17,-9,12,0,-13,-10,-13,-28,-20,-25,-13
-10,-20,-10,15,0,-15,-11,-15,-29,-21,-26,-13
-13,-22,-9,17,-2,-16,-13,-17,-31,-22,-27,-15
-14,-21,-7,17,-4,-14,-13,-18,-31,-22,-27,-15
-13,-20,-7,16,-3,-14,-13,-17,-31,-21,-26,-14
-12,-17,-5,14,-4,-11,-12,-15,-30,-20,-25,-13
-8,-11,-3,9,-3,-7,-11,-14,-28,-18,-23,-12
-8,-11,-3,9,-3,-7,-12,-14,-28,-18,-22,-12
-9,-13,-4,11,-3,-9,-12,-14,-29,-19,-22,-12
-8,-13,-5,10,-2,-9,-11,-14,-27,-18,-21,-11
-8,-13,-5,10,-2,-9,-11,-13,-27,-17,-21,-10
-9,-15,-6,12,-2,-11,-11,-13,-26,-16,-21,-10
-9,-16,-7,12,-1,-12,-11,-14,-26,-15,-21,-10
-6,-12,-6,9,0,-9,-11,-13,-25,-14,-20,-9
-4,-8,-4,6,0,-6,-11,-12,-25,-13,-19,-8
-4,-8,-4,6,0,-6,-11,-12,-25,-13,-19,-8
-5,-9,-4,7,-1,-7,-12,-13,-26,-15,-19,-9
-3,-7,-4,5,0,-6,-11,-11,-25,-14,-17,-8
-3,-6,-3,4,0,-5,-10,-11,-24,-13,-16,-7
-5,-9,-4,7,-1,-7,-10,-11,-24,-13,-16,-6
-6,-10,-4,8,-1,-7,-10,-11,-23,-13,-16,-6
-7,-10,-3,8,-2,-7,-10,-12,-23,-12,-16,-6
-8,-11,-3,9,-3,-7,-11,-13,-22,-11,-16,-6
-9,-13,-4,11,-3,-9,-12,-14,-23,-11,-17,-7
-9,-13,-4,11,-3,-9,-12,-15,-23,-12,-17,-8
-9,-13,-4,11,-3,-9,-13,-16,-23,-12,-17,-7
-6,-11,-5,8,-1,-8,-13,-15,-23,-11,-16,-6
-5,-9,-4,7,-1,-7,-12,-14,-22,-10,-15,-5
-5,-9,-4,7,-1,-7,-13,-14,-22,-10,-15,-5
-9,-11,-2,10,-4,-7,-14,-14,-22,-10,-16,-5
-8,-10,-2,9,-3,-6,-13,-15,-22,-10,-17,-5
-7,-9,-2,8,-3,-6,-12,-15,-22,-10,-17,-4
-5,-7,-2,6,-2,-5,-11,-13,-21,-8,-16,-4
-3,-5,-2,4,-1,-4,-10,-12,-20,-7,-15,-3
-2,-5,-3,3,0,-4,-11,-13,-20,-7,-15,-3
-1,-6,-5,3,2,-6,-11,-13,-21,-8,-14,-4
-4,-8,-4,6,0,-6,-12,-14,-22,-8,-14,-4
-6,-11,-5,8,-1,-8,-14,-15,-23,-9,-14,-4
-4,-9,-5,6,0,-7,-15,-16,-23,-10,-14,-4
-3,-7,-4,5,0,-6,-15,-16,-23,-10,-14,-3
-1,-4,-3,2,1,-4,-14,-15,-22,-9,-14,-2
1,-3,-4,1,2,-3,-14,-15,-23,-9,-14,-2
-4,-8,-4,6,0,-6,-14,-16,-24,-10,-15,-3
-10,-14,-4,12,-3,-9,-15,-17,-25,-10,-17,-6
-12,-17,-5,14,-4,-11,-16,-18,-25,-10,-17,-6
-11,-17,-6,14,-3,-12,-15,-18,-25,-9,-17,-6
-10,-16,-6,13,-2,-11,-15,-17,-23,-8,-16,-5
-7,-12,-5,9,-1,-9,-14,-17,-22,-8,-15,-4
-5,-9,-4,7,-1,-7,-14,-17,-22,-8,-15,-4
-5,-9,-4,7,-1,-7,-16,-18,-23,-9,-15,-5
-7,-11,-4,9,-2,-8,-16,-19,-24,-10,-17,-6
-7,-11,-4,9,-2,-8,-16,-20,-24,-11,-18,-7
-6,-11,-5,8,-1,-8,-16,-19,-24,-11,-19,-6
-6,-12,-6,9,0,-9,-15,-19,-24,-11,-19,-6
-5,-13,-8,9,1,-11,-15,-18,-24,-11,-18,-6
-5,-13,-8,9,1,-11,-15,-18,-24,-11,-18,-6
-5,-15,-10,10,2,-13,-15,-19,-26,-12,-19,-8
-4,-15,-11,9,3,-13,-16,-20,-27,-12,-18,-8
-7,-17,-10,12,1,-14,-18,-21,-29,-12,-19,-9
-8,-17,-9,12,0,-13,-18,-22,-29,-12,-18,-9
-8,-15,-7,11,-1,-11,-17,-21,-28,-12,-18,-8
-9,-13,-4,11,-3,-9,-16,-20,-27,-13,-17,-8
-7,-10,-3,8,-2,-7,-14,-18,-25,-12,-17,-7
-5,-8,-3,6,-1,-6,-14,-18,-25,-12,-17,-7
-3,-6,-3,4,0,-5,-14,-17,-24,-11,-17,-7
-3,-7,-4,5,0,-6,-15,-17,-25,-11,-18,-9
-5,-10,-5,7,0,-8,-16,-19,-27,-11,-19,-10
-7,-12,-5,9,-1,-9,-16,-20,-28,-10,-20,-10
-6,-12,-6,9,0,-9,-16,-20,-28,-10,-20,-9
-2,-10,-8,6,3,-9,-16,-21,-28,-11,-20,-9
0,-10,-10,5,5,-10,-16,-21,-29,-12,-20,-9
-3,-11,-8,7,2,-10,-15,-21,-29,-13,-20,-9
-5,-13,-8,9,1,-11,-16,-23,-30,-14,-21,-10
-7,-14,-7,10,0,-11,-17,-23,-30,-14,-21,-9
-9,-14,-5,11,-2,-10,-17,-24,-30,-14,-21,-9
-9,-16,-7,12,-1,-12,-18,-24,-30,-14,-21,-10
-12,-18,-6,15,-3,-12,-18,-24,-30,-14,-22,-11
-14,-19,-5,16,-5,-12,-18,-24,-30,-14,-22,-13
-12,-19,-7,15,-3,-13,-17,-24,-30,-14,-22,-13
-9,-18,-9,13,0,-14,-17,-24,-30,-14,-23,-13
-5,-13,-8,9,1,-11,-16,-23,-28,-14,-22,-12
-4,-11,-7,7,1,-9,-16,-22,-28,-14,-22,-11
-6,-11,-5,8,-1,-8,-17,-23,-28,-14,-23,-11
-9,-13,-4,11,-3,-9,-17,-22,-28,-15,-23,-11
-7,-12,-5,9,-1,-9,-16,-21,-28,-14,-24,-11
-4,-12,-8,8,2,-10,-15,-20,-28,-12,-23,-10
-3,-12,-9,7,3,-11,-15,-21,-28,-12,-22,-10
-6,-16,-10,11,2,-13,-16,-23,-30,-14,-23,-12
-9,-18,-9,13,0,-14,-17,-25,-32,-15,-24,-13
-8,-18,-10,13,1,-14,-16,-25,-32,-15,-24,-15
-11,-20,-9,15,-1,-15,-17,-26,-32,-16,-24,-15
-12,-20,-8,16,-2,-14,-18,-26,-32,-16,-24,-15
-14,-19,-5,16,-5,-12,-18,-25,-32,-16,-24,-14
-15,-19,-4,17,-6,-12,-19,-26,-32,-17,-26,-14
-11,-17,-6,14,-3,-12,-19,-25,-31,-16,-27,-14
-9,-16,-7,12,-1,-12,-20,-25,-31,-15,-27,-14
-6,-13,-7,9,0,-10,-18,-24,-30,-14,-26,-13
-3,-11,-8,7,2,-10,-17,-23,-29,-13,-24,-13
-1,-12,-11,6,5,-12,-16,-23,-29,-13,-24,-13
-4,-16,-12,10,4,-14,-17,-24,-30,-14,-25,-14
-6,-16,-10,11,2,-13,-17,-24,-31,-14,-24,-14
-6,-15,-9,10,1,-12,-16,-24,-31,-14,-24,-14
-7,-15,-8,11,0,-12,-16,-23,-30,-15,-24,-13
-7,-15,-8,11,0,-12,-17,-23,-31,-15,-25,-13
-7,-14,-7,10,0,-11,-17,-22,-31,-14,-24,-13
-6,-13,-7,9,0,-10,-17,-23,-30,-14,-24,-12
-5,-14,-9,9,2,-12,-17,-23,-30,-14,-24,-13
-6,-16,-10,11,2,-13,-18,-24,-31,-15,-24,-14
-6,-16,-10,11,2,-13,-18,-25,-31,-16,-24,-14
-7,-16,-9,11,1,-13,-17,-24,-31,-16,-25,-14
-7,-15,-8,11,0,-12,-16,-23,-31,-16,-24,-13
-6,-14,-8,10,1,-11,-16,-23,-31,-16,-24,-14
-4,-13,-9,8,2,-11,-16,-23,-30,-17,-24,-14
-4,-11,-7,7,1,-9,-16,-23,-29,-16,-23,-13
-6,-12,-6,9,0,-9,-16,-24,-30,-15,-23,-13
-7,-13,-6,10,-1,-10,-17,-24,-30,-15,-24,-13
-3,-11,-8,7,2,-10,-17,-24,-29,-14,-22,-12
2,-6,-8,2,5,-7,-16,-23,-29,-13,-20,-11
5,-5,-10,0,7,-7,-16,-22,-29,-13,-20,-11
4,-5,-9,0,6,-7,-15,-23,-30,-13,-19,-12
-1,-9,-8,5,3,-9,-16,-24,-31,-15,-20,-13
-5,-13,-8,9,1,-11,-18,-24,-32,-16,-21,-14
-11,-20,-9,15,-1,-15,-20,-25,-34,-17,-23,-16
-14,-24,-10,19,-2,-17,-21,-27,-35,-19,-24,-18
-16,-24,-8,20,-4,-16,-22,-27,-34,-19,-25,-18
-15,-23,-8,19,-4,-16,-22,-27,-33,-18,-24,-18
-13,-21,-8,17,-3,-15,-22,-27,-32,-18,-24,-17
-12,-20,-8,16,-2,-14,-22,-27,-32,-18,-25,-17
-14,-21,-7,17,-4,-14,-23,-28,-33,-18,-25,-18
-15,-22,-7,18,-4,-15,-22,-27,-33,-17,-25,-18
-13,-20,-7,16,-3,-14,-20,-26,-32,-15,-23,-17
-10,-18,-8,14,-1,-13,-19,-25,-32,-15,-22,-17
-6,-15,-9,10,1,-12,-17,-23,-31,-15,-22,-16
-6,-13,-7,9,0,-10,-17,-23,-31,-15,-21,-15
-5,-13,-8,9,1,-11,-17,-22,-30,-14,-20,-15
-4,-12,-8,8,2,-10,-18,-22,-30,-15,-20,-15
-4,-12,-8,8,2,-10,-18,-22,-30,-15,-20,-15
-7,-16,-9,11,1,-13,-18,-23,-30,-15,-21,-15
-8,-17,-9,12,0,-13,-18,-24,-30,-15,-20,-15
-6,-16,-10,11,2,-13,-17,-24,-30,-15,-19,-14
-5,-16,-11,10,3,-14,-17,-24,-30,-15,-18,-14
-6,-16,-10,11,2,-13,-17,-24,-31,-15,-18,-14
-5,-15,-10,10,2,-13,-17,-24,-31,-15,-18,-14
-7,-16,-9,11,1,-13,-17,-24,-32,-14,-17,-14
-6,-14,-8,10,1,-11,-16,-24,-31,-13,-16,-13
-6,-12,-6,9,0,-9,-16,-23,-30,-12,-16,-13
-8,-14,-6,11,-1,-10,-17,-24,-30,-13,-17,-13
-10,-16,-6,13,-2,-11,-18,-25,-30,-14,-19,-14
-12,-18,-6,15,-3,-12,-19,-26,-30,-15,-21,-16
-13,-20,-7,16,-3,-14,-20,-26,-31,-15,-22,-17
-13,-21,-8,17,-3,-15,-20,-26,-31,-16,-22,-17
-14,-22,-8,18,-3,-15,-20,-26,-32,-17,-23,-18
-14,-23,-9,18,-3,-16,-20,-26,-34,-18,-23,-18
-14,-24,-10,19,-2,-17,-22,-27,-35,-19,-23,-18
-14,-23,-9,18,-3,-16,-22,-28,-35,-19,-22,-18
-8,-17,-9,12,0,-13,-20,-26,-33,-18,-20,-16
-5,-14,-9,9,2,-12,-20,-25,-33,-18,-19,-17
-5,-13,-8,9,1,-11,-19,-24,-32,-17,-19,-17
-3,-12,-9,7,3,-11,-19,-24,-32,-16,-19,-17
0,-9,-9,4,4,-9,-18,-22,-31,-14,-18,-16
2,-5,-7,1,4,-6,-15,-19,-28,-12,-16,-13
0,-6,-6,3,3,-6,-14,-19,-28,-12,-16,-12
-7,-14,-7,10,0,-11,-17,-22,-31,-14,-18,-14
-11,-19,-8,15,-2,-14,-19,-24,-32,-15,-20,-16
-16,-24,-8,20,-4,-16,-20,-26,-34,-16,-20,-18
-16,-25,-9,20,-4,-17,-22,-27,-34,-17,-20,-19
-14,-22,-8,18,-3,-15,-21,-26,-33,-16,-19,-18
-11,-19,-8,15,-2,-14,-20,-26,-33,-16,-19,-18
-11,-18,-7,14,-2,-13,-20,-26,-33,-17,-19,-19
-11,-19,-8,15,-2,-14,-20,-27,-33,-17,-19,-19
-8,-16,-8,12,0,-12,-19,-25,-32,-16,-18,-18
-5,-14,-9,9,2,-12,-19,-25,-32,-15,-16,-17
-3,-12,-9,7,3,-11,-19,-24,-31,-15,-15,-16
-3,-12,-9,7,3,-11,-19,-23,-32,-15,-15,-16
-6,-13,-7,9,0,-10,-20,-24,-32,-15,-15,-16
-8,-14,-6,11,-1,-10,-20,-24,-33,-15,-16,-16
-7,-14,-7,10,0,-11,-20,-24,-32,-15,-16,-16
-6,-13,-7,9,0,-10,-19,-25,-32,-15,-16,-16
-6,-14,-8,10,1,-11,-19,-25,-32,-15,-17,-16
-8,-16,-8,12,0,-12,-20,-25,-32,-16,-18,-17
-9,-18,-9,13,0,-14,-21,-25,-32,-16,-18,-18
-9,-17,-8,13,-1,-13,-20,-23,-31,-15,-18,-17
-9,-17,-8,13,-1,-13,-19,-22,-31,-15,-17,-16
-8,-16,-8,12,0,-12,-18,-21,-30,-14,-16,-15
-6,-12,-6,9,0,-9,-16,-19,-28,-12,-14,-13
-4,-8,-4,6,0,-6,-14,-19,-27,-11,-12,-12
-2,-6,-4,4,1,-5,-14,-19,-27,-11,-12,-11
-3,-6,-3,4,0,-5,-14,-20,-26,-11,-12,-12
-4,-6,-2,5,-1,-4,-13,-20,-26,-11,-12,-12
-7,-9,-2,8,-3,-6,-12,-21,-27,-11,-13,-13
-8,-7,1,7,-5,-3,-9,-19,-25,-10,-12,-12
-5,-4,1,4,-3,-2,-7,-16,-24,-9,-12,-11
-5,-4,1,4,-3,-2,-6,-16,-24,-9,-12,-12
-5,-4,1,4,-3,-2,-6,-15,-23,-8,-12,-11
-5,-2,3,3,-4,0,-4,-15,-22,-8,-11,-11
-5,-1,4,3,-5,1,-3,-15,-22,-8,-11,-11
-6,-2,4,4,-5,1,-3,-15,-24,-9,-12,-11
-6,-3,3,4,-5,0,-3,-16,-25,-9,-13,-12
-9,-5,4,7,-7,-1,-4,-17,-27,-11,-15,-14
-11,-4,7,7,-9,1,-4,-16,-28,-12,-15,-14
-9,0,9,4,-9,4,-4,-16,-28,-11,-14,-13
-7,3,10,2,-8,6,-4,-16,-28,-11,-13,-13
-6,5,11,0,-8,8,-6,-17,-27,-11,-12,-12
-5,7,12,-1,-8,9,-7,-19,-27,-11,-12,-12
-5,8,13,-1,-9,10,-10,-21,-27,-10,-11,-11
-4,10,14,-3,-9,12,-12,-22,-25,-8,-10,-10
-4,12,16,-4,-10,14,-14,-23,-25,-8,-9,-9
-3,13,16,-5,-9,14,-17,-24,-26,-8,-9,-9
-1,14,15,-6,-8,14,-20,-25,-27,-8,-8,-8
2,17,15,-9,-6,16,-21,-26,-28,-8,-8,-7
0,15,15,-7,-7,15,-25,-28,-30,-8,-9,-7
-5,8,13,-1,-9,10,-29,-31,-33,-10,-10,-8
-5,8,13,-1,-9,10,-31,-31,-32,-9,-9,-7
-3,10,13,-3,-8,11,-31,-31,-31,-8,-7,-7
-2,9,11,-3,-6,10,-33,-32,-31,-8,-7,-7
0,9,9,-4,-4,9,-34,-33,-30,-9,-6,-7
5,11,6,-8,0,9,-33,-32,-29,-8,-5,-5
7,13,6,-10,1,10,-32,-30,-27,-6,-4,-5
10,15,5,-12,3,10,-30,-29,-25,-5,-3,-3
11,13,2,-12,5,8,-29,-27,-25,-4,-3,-2
8,9,1,-8,4,5,-29,-27,-26,-4,-3,-3
7,5,-2,-6,5,2,-29,-26,-26,-3,-2,-3
9,5,-4,-7,7,1,-27,-24,-24,-1,0,-2
8,3,-5,-5,7,-1,-26,-23,-23,-1,0,-2
6,2,-4,-4,5,-1,-24,-22,-22,-1,0,-2
5,0,-5,-2,5,-2,-22,-22,-22,-3,-1,-3
3,-1,-4,-1,3,-2,-22,-23,-23,-5,-4,-5
0,-5,-5,2,2,-5,-22,-24,-25,-7,-7,-7
-7,-11,-4,9,-2,-8,-23,-26,-28,-11,-12,-11
-9,-14,-5,11,-2,-10,-24,-27,-31,-13,-14,-14
-11,-17,-6,14,-3,-12,-24,-27,-32,-14,-15,-16
-10,-19,-9,14,-1,-14,-24,-27,-33,-15,-16,-18
-9,-19,-10,14,0,-15,-25,-28,-34,-16,-17,-19
-8,-19,-11,13,1,-15,-25,-30,-34,-18,-18,-21
-8,-21,-13,14,2,-17,-26,-32,-36,-19,-19,-21
-6,-20,-14,13,4,-17,-27,-33,-36,-20,-19,-21
-4,-19,-15,11,5,-17,-26,-33,-36,-20,-19,-20
-4,-19,-15,11,5,-17,-26,-34,-36,-20,-19,-21
-5,-18,-13,11,4,-16,-26,-33,-36,-20,-18,-21
-6,-17,-11,11,2,-14,-25,-32,-36,-20,-18,-21
-7,-17,-10,12,1,-14,-25,-32,-37,-20,-18,-22
-6,-18,-12,12,3,-15,-25,-32,-36,-20,-18,-22
-5,-20,-15,12,5,-18,-25,-32,-36,-20,-18,-22
-7,-23,-16,15,4,-20,-26,-32,-37,-21,-19,-23
-7,-22,-15,14,4,-19,-25,-32,-36,-20,-19,-22
-7,-21,-14,14,3,-18,-24,-31,-36,-19,-18,-22
-8,-22,-14,15,3,-18,-24,-31,-36,-19,-18,-22
-9,-24,-15,16,3,-20,-23,-32,-36,-20,-19,-22
-8,-24,-16,16,4,-20,-23,-32,-37,-21,-20,-23
-8,-22,-14,15,3,-18,-22,-31,-37,-22,-20,-23
-7,-23,-16,15,4,-20,-22,-31,-37,-22,-21,-24
-5,-21,-16,13,5,-19,-21,-30,-37,-21,-20,-23
-1,-17,-16,9,7,-17,-19,-28,-35,-19,-18,-21
0,-15,-15,7,7,-15,-19,-28,-35,-18,-17,-21
-4,-18,-14,11,5,-16,-20,-29,-35,-19,-17,-22
-10,-24,-14,17,2,-19,-22,-30,-37,-20,-19,-23
-14,-28,-14,21,0,-21,-24,-31,-39,-22,-20,-24
-12,-26,-14,19,1,-20,-23,-30,-38,-21,-19,-23
-10,-23,-13,16,1,-18,-21,-28,-37,-21,-19,-22
-5,-19,-14,12,4,-17,-21,-28,-36,-20,-18,-22
-1,-17,-16,9,7,-17,-21,-28,-34,-19,-17,-21
0,-16,-16,8,8,-16,-21,-27,-31,-17,-15,-20
-1,-18,-17,9,8,-18,-22,-26,-29,-14,-14,-19
-2,-19,-17,10,7,-18,-22,-23,-25,-11,-12,-16
-5,-21,-16,13,5,-19,-21,-20,-21,-7,-10,-15
-7,-19,-12,13,2,-16,-16,-13,-13,-2,-8,-12
-7,-14,-7,10,0,-11,-4,4,1,7,-1,-8
-4,-4,0,4,-2,-2,10,29,24,26,13,3
0,8,8,-4,-4,8,22,50,50,50,33,19
4,23,19,-13,-7,21,34,65,75,79,58,41
10,41,31,-25,-10,36,45,78,102,116,90,68
14,59,45,-36,-15,52,51,88,134,160,127,99
16,78,62,-47,-23,70,48,96,167,206,165,132
24,104,80,-64,-28,92,35,100,203,258,209,170
39,133,94,-86,-27,114,14,96,234,308,253,210
56,158,102,-107,-23,130,-10,88,258,349,291,245
73,174,101,-123,-14,138,-33,77,276,378,320,270
86,181,95,-133,-4,138,-59,65,286,392,336,285
94,179,85,-136,5,132,-92,41,273,382,334,285
95,170,75,-132,10,123,-131,2,231,344,309,268
90,159,69,-124,11,114,-168,-53,154,270,259,232
78,139,61,-108,9,100,-197,-114,61,180,193,182
66,106,40,-86,13,73,-213,-162,-18,101,132,133
57,70,13,-63,22,42,-219,-195,-79,39,82,91
45,39,-6,-42,26,17,-213,-211,-119,-7,41,54
33,16,-17,-24,25,0,-201,-211,-141,-39,9,24
23,0,-23,-11,23,-11,-183,-201,-147,-58,-14,1
15,-9,-24,-3,19,-16,-161,-182,-144,-68,-27,-13
11,-14,-25,1,18,-19,-138,-158,-132,-68,-32,-21
10,-15,-25,2,17,-20,-114,-132,-115,-63,-33,-24
7,-16,-23,4,15,-19,-94,-107,-98,-56,-31,-26
6,-15,-21,4,13,-18,-76,-86,-82,-48,-28,-26
6,-13,-19,3,12,-16,-59,-68,-66,-40,-25,-25
6,-10,-16,2,11,-13,-47,-55,-53,-34,-23,-24
2,-11,-13,4,7,-12,-37,-45,-44,-29,-21,-23
4,-8,-12,2,8,-10,-29,-37,-37,-25,-19,-21
3,-9,-12,3,7,-10,-23,-32,-34,-24,-18,-21
-4,-16,-12,10,4,-14,-20,-29,-35,-25,-20,-22
-8,-18,-10,13,1,-14,-15,-25,-35,-25,-20,-21
-8,-17,-9,12,0,-13,-9,-19,-32,-23,-18,-20
-13,-19,-6,16,-4,-13,-6,-15,-30,-22,-18,-20
-13,-19,-6,16,-4,-13,-4,-12,-28,-21,-18,-21
-12,-16,-4,14,-4,-10,-3,-10,-26,-20,-18,-22
-12,-17,-5,14,-4,-11,-3,-9,-24,-19,-19,-23
-13,-17,-4,15,-5,-11,-3,-9,-23,-19,-20,-23
-13,-17,-4,15,-5,-11,-3,-9,-22,-19,-20,-23
-10,-15,-5,12,-3,-10,-1,-7,-20,-17,-19,-21
-6,-12,-6,9,0,-9,0,-5,-20,-17,-18,-20
-3,-12,-9,7,3,-11,1,-4,-21,-17,-19,-20
-3,-11,-8,7,2,-10,4,-1,-20,-17,-18,-19
-3,-8,-5,5,1,-7,6,0,-18,-15,-17,-18
-1,-6,-5,3,2,-6,7,2,-18,-16,-17,-18
-6,-10,-4,8,-1,-7,5,1,-19,-17,-17,-20
-9,-14,-5,11,-2,-10,5,0,-19,-18,-18,-21
-10,-17,-7,13,-2,-12,4,0,-19,-17,-17,-22
-10,-16,-6,13,-2,-11,5,1,-17,-15,-16,-21
-9,-16,-7,12,-1,-12,6,2,-17,-14,-16,-22
-6,-14,-8,10,1,-11,6,3,-16,-13,-16,-22
-3,-9,-6,6,1,-8,6,4,-15,-12,-15,-20
-3,-7,-4,5,0,-6,7,4,-15,-12,-15,-20
-6,-9,-3,7,-2,-6,6,4,-15,-12,-16,-19
-8,-10,-2,9,-3,-6,6,4,-14,-11,-15,-19
-9,-11,-2,10,-4,-7,7,5,-13,-10,-14,-18
-7,-10,-3,8,-2,-7,8,7,-11,-10,-14,-18
-7,-11,-4,9,-2,-8,8,7,-11,-10,-14,-18
-10,-14,-4,12,-3,-9,8,6,-11,-10,-14,-19
-11,-16,-5,13,-3,-11,8,6,-12,-11,-15,-19
-8,-14,-6,11,-1,-10,8,6,-11,-10,-14,-17
-5,-11,-6,8,0,-9,10,8,-11,-10,-14,-17
-5,-10,-5,7,0,-8,11,10,-11,-9,-14,-16
-5,-9,-4,7,-1,-7,11,11,-10,-9,-14,-17
-4,-8,-4,6,0,-6,11,12,-9,-8,-14,-16
-5,-9,-4,7,-1,-7,10,13,-10,-8,-14,-17
-3,-8,-5,5,1,-7,10,13,-9,-7,-14,-17
0,-4,-4,2,2,-4,11,15,-7,-6,-13,-17
-3,-6,-3,4,0,-5,13,15,-7,-6,-13,-17
-5,-8,-3,6,-1,-6,13,16,-6,-6,-13,-17
-5,-9,-4,7,-1,-7,13,15,-6,-7,-13,-17
-6,-10,-4,8,-1,-7,13,15,-7,-8,-13,-18
-8,-11,-3,9,-3,-7,13,15,-7,-9,-14,-18
-8,-10,-2,9,-3,-6,13,16,-7,-8,-14,-18
-11,-12,-1,11,-5,-7,12,17,-8,-8,-14,-18
-12,-14,-2,13,-5,-8,12,16,-8,-8,-15,-19
-14,-14,0,14,-7,-7,12,17,-7,-7,-14,-19
-15,-15,0,15,-8,-8,12,18,-6,-7,-14,-19
-13,-15,-2,14,-6,-9,12,19,-4,-7,-14,-19
-12,-14,-2,13,-5,-8,12,20,-4,-7,-14,-19
-10,-12,-2,11,-4,-7,13,22,-2,-6,-13,-18
-8,-11,-3,9,-3,-7,15,24,0,-5,-11,-17
-10,-12,-2,11,-4,-7,15,24,0,-4,-11,-18
