I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-13,-15,-2,14,-6,-9,14,23,0,-5,-12,-18
-16,-18,-2,17,-7,-10,14,22,0,-6,-14,-19
-14,-16,-2,15,-6,-9,15,23,0,-4,-14,-18
-14,-15,-1,14,-7,-8,16,24,1,-4,-13,-18
-14,-14,0,14,-7,-7,17,26,2,-3,-12,-17
-13,-14,-1,13,-6,-8,18,27,1,-3,-12,-17
-12,-14,-2,13,-5,-8,18,28,2,-3,-12,-18
-11,-14,-3,12,-4,-9,18,30,3,-3,-12,-19
-10,-12,-2,11,-4,-7,18,31,4,-3,-11,-19
-12,-13,-1,12,-6,-7,18,32,4,-4,-12,-19
-15,-16,-1,15,-7,-9,18,32,4,-4,-12,-19
-15,-15,0,15,-8,-8,18,34,6,-3,-12,-18
-13,-14,-1,13,-6,-8,18,35,7,-2,-12,-17
-12,-13,-1,12,-6,-7,20,37,9,-1,-11,-16
-10,-11,-1,10,-5,-6,21,39,10,0,-9,-15
-7,-9,-2,8,-3,-6,23,41,12,1,-8,-14
-4,-8,-4,6,0,-6,23,41,12,1,-8,-14
-4,-10,-6,7,1,-8,23,42,13,1,-8,-15
-8,-12,-4,10,-2,-8,23,44,14,1,-8,-15
-14,-14,0,14,-7,-7,23,45,14,1,-9,-15
-13,-12,1,12,-7,-6,24,47,15,1,-8,-15
-11,-9,2,10,-7,-4,26,49,18,4,-6,-14
-7,-4,3,5,-5,-1,28,52,21,6,-4,-11
-2,0,2,1,-2,1,31,55,23,8,-2,-10
-2,0,2,1,-2,1,31,57,25,9,-2,-9
-6,-4,2,5,-4,-1,29,57,26,8,-3,-9
-8,-9,-1,8,-4,-5,27,58,26,8,-4,-10
-9,-10,-1,9,-4,-6,27,60,29,9,-3,-10
-8,-7,1,7,-5,-3,28,63,31,11,-2,-9
-7,-4,3,5,-5,-1,30,66,34,12,0,-9
-7,-1,6,4,-7,2,31,68,36,13,1,-8
-6,0,6,3,-6,3,32,70,36,14,2,-8
-4,1,5,1,-4,3,34,72,37,14,2,-7
-5,0,5,2,-5,2,34,74,38,14,2,-7
-3,-1,2,2,-3,0,35,77,40,14,3,-6
-5,-1,4,3,-5,1,36,80,43,16,4,-5
-7,-3,4,5,-6,0,37,82,45,17,4,-5
-11,-6,5,8,-8,-1,36,84,47,18,5,-5
-13,-7,6,10,-10,-1,36,85,48,19,5,-5
-11,-3,8,7,-10,2,37,89,52,22,6,-3
-9,0,9,4,-9,4,38,92,54,24,8,-3
-10,2,12,4,-11,7,38,95,56,25,8,-2
-8,4,12,2,-10,8,39,98,59,26,9,0
-5,7,12,-1,-8,9,40,100,62,28,10,0
-3,9,12,-3,-7,10,43,104,65,30,12,2
-3,8,11,-2,-7,9,44,106,67,32,14,4
-2,7,9,-2,-5,8,45,109,69,34,16,6
0,8,8,-4,-4,8,47,112,71,37,18,7
2,10,8,-6,-3,9,48,114,73,39,20,8
2,11,9,-6,-3,10,48,117,76,40,21,8
1,12,11,-6,-5,12,47,119,78,42,23,9
-2,10,12,-4,-7,11,46,120,81,43,24,10
-4,11,15,-3,-9,13,47,122,84,45,26,12
-4,13,17,-4,-10,15,48,125,89,48,28,14
-4,13,17,-4,-10,15,47,127,91,49,28,16
-3,13,16,-5,-9,14,47,129,93,51,28,16
0,16,16,-8,-8,16,48,132,97,54,32,19
6,20,14,-13,-4,17,49,134,100,57,34,21
7,22,15,-14,-4,19,49,136,103,59,36,22
6,22,16,-14,-5,19,48,136,104,60,37,23
6,24,18,-15,-6,21,47,136,106,61,40,24
7,26,19,-16,-6,23,46,136,107,63,41,25
5,25,20,-15,-7,23,45,136,108,64,42,25
4,24,20,-14,-8,22,45,137,109,65,43,26
7,26,19,-16,-6,23,45,138,111,67,43,27
10,27,17,-18,-3,22,45,137,111,69,43,27
9,26,17,-17,-4,22,43,135,111,69,43,28
8,27,19,-17,-5,23,42,133,111,69,43,28
9,29,20,-19,-5,25,41,131,110,70,44,29
8,30,22,-19,-7,26,39,128,108,69,44,29
5,30,25,-17,-10,28,37,124,106,69,44,30
3,30,27,-16,-12,29,35,120,103,68,44,30
1,28,27,-14,-13,28,33,115,100,67,43,30
3,29,26,-16,-11,28,32,112,98,67,44,30
5,32,27,-18,-11,30,31,108,96,67,45,30
6,32,26,-19,-10,29,28,104,94,65,44,29
7,33,26,-20,-9,30,24,99,91,63,43,28
7,32,25,-19,-9,29,21,94,86,61,42,27
4,30,26,-17,-11,28,18,88,81,59,41,26
4,30,26,-17,-11,28,15,81,76,57,40,25
5,29,24,-17,-9,27,13,75,71,55,38,25
5,28,23,-16,-9,26,11,68,65,52,37,24
3,27,24,-15,-10,26,9,62,60,50,35,24
3,27,24,-15,-10,26,7,56,56,48,33,22
2,26,24,-14,-11,25,5,51,51,45,30,21
3,25,22,-14,-9,24,3,47,47,42,28,19
4,23,19,-13,-7,21,1,42,42,40,25,17
2,20,18,-11,-8,19,0,38,37,37,24,15
3,19,16,-11,-6,18,0,34,34,34,23,13
2,18,16,-10,-7,17,-1,30,30,32,21,11
1,16,15,-8,-7,16,-3,26,25,29,19,10
-2,10,12,-4,-7,11,-5,20,19,24,16,7
-7,5,12,1,-9,8,-7,14,13,19,12,4
-7,4,11,1,-9,7,-7,10,9,16,10,2
-8,1,9,3,-8,5,-8,6,5,12,7,0
-13,-3,10,8,-12,3,-10,3,2,9,5,-2
-16,-7,9,11,-13,1,-11,1,-1,6,2,-5
-16,-9,7,12,-12,-1,-12,0,-3,5,0,-7
-13,-6,7,9,-10,0,-11,-2,-5,3,0,-8
-12,-6,6,9,-9,0,-11,-4,-8,1,-2,-8
-13,-7,6,10,-10,-1,-13,-7,-11,0,-4,-10
-13,-8,5,10,-9,-2,-13,-9,-13,-1,-4,-10
-10,-6,4,8,-7,-1,-13,-10,-14,-2,-4,-10
-9,-6,3,7,-6,-2,-13,-11,-17,-3,-5,-11
-8,-7,1,7,-5,-3,-14,-12,-19,-5,-7,-13
-8,-9,-1,8,-4,-5,-15,-13,-20,-7,-8,-14
-14,-16,-2,15,-6,-9,-16,-15,-22,-9,-11,-17
-14,-17,-3,15,-6,-10,-16,-16,-23,-10,-13,-18
-11,-13,-2,12,-5,-8,-14,-16,-23,-10,-14,-17
-11,-15,-4,13,-4,-10,-14,-17,-24,-11,-15,-18
-12,-16,-4,14,-4,-10,-15,-18,-25,-13,-16,-19
-12,-16,-4,14,-4,-10,-15,-18,-26,-14,-16,-19
-13,-16,-3,14,-5,-10,-16,-19,-27,-14,-16,-19
-15,-19,-4,17,-6,-12,-17,-21,-29,-15,-16,-21
-18,-23,-5,20,-7,-14,-18,-23,-31,-17,-18,-23
-18,-23,-5,20,-7,-14,-18,-22,-30,-17,-18,-22
-15,-20,-5,17,-5,-13,-18,-21,-29,-17,-17,-22
-15,-19,-4,17,-6,-12,-17,-20,-29,-17,-17,-22
-16,-20,-4,18,-6,-12,-16,-20,-29,-18,-18,-22
-13,-18,-5,15,-4,-12,-15,-19,-28,-17,-18,-22
-12,-17,-5,14,-4,-11,-14,-20,-28,-17,-18,-22
-14,-19,-5,16,-5,-12,-16,-21,-30,-19,-19,-24
-17,-21,-4,19,-7,-13,-16,-22,-31,-19,-20,-24
-19,-23,-4,21,-8,-14,-17,-22,-31,-20,-21,-25
-16,-21,-5,18,-6,-13,-16,-21,-32,-20,-21,-24
-11,-18,-7,14,-2,-13,-14,-19,-31,-19,-20,-23
-10,-18,-8,14,-1,-13,-14,-17,-31,-19,-20,-23
-14,-24,-10,19,-2,-17,-17,-19,-33,-21,-22,-25
-16,-27,-11,21,-3,-19,-18,-19,-34,-22,-23,-26
-17,-26,-9,21,-4,-18,-18,-19,-32,-21,-22,-26
-17,-24,-7,20,-5,-16,-17,-18,-32,-20,-21,-26
-17,-23,-6,20,-6,-15,-16,-18,-32,-19,-21,-26
-18,-24,-6,21,-6,-15,-17,-19,-32,-20,-22,-27
-20,-25,-5,22,-8,-15,-16,-20,-33,-20,-23,-28
-21,-26,-5,23,-8,-16,-16,-20,-32,-20,-23,-28
-22,-28,-6,25,-8,-17,-16,-19,-32,-21,-24,-29
-25,-30,-5,27,-10,-18,-15,-18,-32,-22,-24,-29
-23,-29,-6,26,-9,-18,-13,-16,-32,-22,-23,-28
-19,-26,-7,22,-6,-17,-12,-16,-31,-22,-22,-27
-17,-28,-11,22,-3,-20,-12,-17,-32,-22,-23,-27
-22,-30,-8,26,-7,-19,-13,-19,-34,-24,-25,-29
-24,-32,-8,28,-8,-20,-14,-21,-35,-26,-26,-31
-23,-31,-8,27,-8,-20,-15,-20,-35,-26,-26,-31
-24,-29,-5,26,-10,-17,-15,-19,-35,-25,-26,-30
-22,-27,-5,24,-9,-16,-14,-18,-35,-25,-26,-29
-21,-28,-7,24,-7,-18,-14,-19,-36,-26,-27,-30
-18,-26,-8,22,-5,-17,-13,-19,-35,-26,-27,-29
-17,-26,-9,21,-4,-18,-13,-20,-35,-26,-27,-29
-18,-25,-7,21,-6,-16,-13,-19,-34,-26,-26,-28
-17,-24,-7,20,-5,-16,-12,-18,-33,-26,-26,-28
-21,-28,-7,24,-7,-18,-13,-18,-34,-26,-27,-28
-24,-30,-6,27,-9,-18,-15,-19,-35,-27,-27,-28
-22,-28,-6,25,-8,-17,-15,-18,-35,-26,-26,-28
-21,-26,-5,23,-8,-16,-14,-17,-35,-25,-25,-28
-21,-26,-5,23,-8,-16,-15,-18,-37,-27,-25,-29
-22,-26,-4,24,-9,-15,-15,-18,-38,-28,-26,-29
-23,-26,-3,24,-10,-15,-15,-19,-38,-27,-26,-29
-23,-27,-4,25,-10,-16,-15,-20,-39,-28,-27,-30
-27,-30,-3,28,-12,-17,-16,-22,-39,-30,-28,-31
-29,-31,-2,30,-14,-17,-14,-21,-38,-28,-26,-30
-29,-30,-1,29,-14,-16,-14,-21,-38,-27,-25,-29
-27,-28,-1,27,-13,-15,-13,-21,-38,-27,-25,-29
-25,-26,-1,25,-12,-14,-13,-20,-38,-26,-25,-29
-21,-23,-2,22,-10,-13,-13,-20,-38,-26,-24,-28
-19,-21,-2,20,-9,-12,-13,-21,-38,-25,-24,-28
-19,-20,-1,19,-9,-11,-13,-21,-37,-25,-24,-27
-18,-20,-2,19,-8,-11,-14,-21,-37,-25,-24,-27
-17,-20,-3,18,-7,-12,-13,-20,-37,-24,-24,-27
-17,-20,-3,18,-7,-12,-12,-19,-36,-23,-23,-26
-21,-23,-2,22,-10,-13,-12,-20,-36,-24,-23,-27
-23,-26,-3,24,-10,-15,-14,-21,-38,-25,-24,-28
-23,-25,-2,24,-11,-14,-13,-21,-37,-25,-23,-27
-22,-25,-3,23,-10,-14,-13,-21,-37,-25,-22,-27
-22,-24,-2,23,-10,-13,-14,-21,-36,-25,-22,-26
-20,-23,-3,21,-9,-13,-15,-21,-36,-24,-21,-25
-17,-19,-2,18,-8,-11,-15,-20,-35,-22,-20,-24
-16,-17,-1,16,-8,-9,-15,-21,-36,-22,-20,-24
-17,-18,-1,17,-8,-10,-15,-22,-36,-22,-20,-23
-16,-18,-2,17,-7,-10,-15,-23,-36,-22,-20,-23
-18,-19,-1,18,-9,-10,-15,-22,-35,-21,-20,-22
-20,-21,-1,20,-10,-11,-15,-23,-36,-21,-20,-22
-24,-25,-1,24,-12,-13,-16,-24,-37,-21,-21,-23
-28,-29,-1,28,-14,-15,-19,-25,-38,-22,-22,-25
-26,-27,-1,26,-13,-14,-18,-24,-37,-20,-21,-24
-21,-21,0,21,-11,-11,-16,-21,-34,-18,-18,-21
-19,-18,1,18,-10,-9,-15,-21,-34,-18,-17,-21
-17,-16,1,16,-9,-8,-16,-21,-34,-18,-17,-21
-17,-17,0,17,-9,-9,-17,-23,-35,-19,-17,-21
-18,-19,-1,18,-9,-10,-17,-24,-35,-19,-17,-21
-18,-18,0,18,-9,-9,-17,-24,-34,-18,-16,-21
-20,-20,0,20,-10,-10,-17,-24,-34,-18,-16,-21
-23,-22,1,22,-12,-11,-18,-24,-34,-17,-17,-21
-25,-24,1,24,-13,-12,-18,-24,-33,-17,-17,-21
-26,-25,1,25,-14,-12,-18,-23,-33,-17,-17,-21
-25,-25,0,25,-13,-13,-17,-22,-33,-17,-17,-20
-25,-26,-1,25,-12,-14,-18,-22,-34,-18,-18,-21
-23,-25,-2,24,-11,-14,-19,-23,-36,-20,-19,-22
-21,-24,-3,22,-9,-14,-19,-24,-36,-20,-18,-22
-21,-24,-3,22,-9,-14,-19,-24,-36,-20,-18,-23
-24,-27,-3,25,-11,-15,-20,-25,-36,-20,-18,-23
-29,-33,-4,31,-13,-19,-21,-27,-37,-21,-19,-25
-30,-34,-4,32,-13,-19,-21,-27,-37,-21,-19,-25
-23,-27,-4,25,-10,-16,-18,-25,-34,-18,-17,-23
-20,-23,-3,21,-9,-13,-16,-23,-33,-17,-17,-21
-19,-21,-2,20,-9,-12,-17,-24,-33,-17,-17,-21
-19,-22,-3,20,-8,-13,-17,-24,-33,-16,-17,-20
-21,-23,-2,22,-10,-13,-18,-24,-33,-16,-17,-20
-22,-24,-2,23,-10,-13,-19,-25,-35,-16,-18,-21
-20,-22,-2,21,-9,-12,-19,-25,-34,-16,-17,-20
-19,-20,-1,19,-9,-11,-20,-25,-33,-15,-16,-20
-18,-20,-2,19,-8,-11,-20,-25,-33,-15,-15,-20
-18,-22,-4,20,-7,-13,-21,-25,-33,-15,-15,-21
-18,-22,-4,20,-7,-13,-21,-25,-32,-14,-15,-22
-19,-22,-3,20,-8,-13,-20,-24,-31,-13,-15,-22
-17,-22,-5,19,-6,-14,-20,-24,-31,-13,-16,-21
-17,-22,-5,19,-6,-14,-19,-24,-32,-13,-16,-21
-16,-22,-6,19,-5,-14,-19,-25,-32,-14,-16,-20
-18,-25,-7,21,-6,-16,-19,-26,-34,-16,-16,-21
-23,-29,-6,26,-9,-18,-21,-28,-35,-17,-17,-22
-24,-30,-6,27,-9,-18,-21,-27,-34,-18,-16,-22
-25,-30,-5,27,-10,-18,-22,-27,-34,-18,-17,-22
-22,-27,-5,24,-9,-16,-21,-26,-34,-18,-16,-22
-17,-23,-6,20,-6,-15,-20,-25,-33,-17,-16,-22
-19,-26,-7,22,-6,-17,-21,-27,-34,-18,-17,-23
-24,-31,-7,27,-9,-19,-23,-29,-37,-20,-19,-25
-26,-34,-8,30,-9,-21,-24,-30,-38,-21,-20,-27
-28,-35,-7,31,-11,-21,-24,-31,-39,-20,-20,-27
-29,-35,-6,32,-12,-21,-23,-31,-39,-19,-20,-27
-26,-31,-5,28,-11,-18,-21,-30,-38,-19,-20,-25
-21,-25,-4,23,-9,-15,-19,-28,-36,-17,-18,-24
-19,-21,-2,20,-9,-12,-17,-26,-35,-17,-17,-21
-21,-23,-2,22,-10,-13,-18,-26,-35,-18,-17,-21
-20,-24,-4,22,-8,-14,-19,-27,-36,-19,-18,-22
-16,-22,-6,19,-5,-14,-20,-26,-35,-19,-18,-21
-15,-22,-7,18,-4,-15,-20,-26,-34,-17,-17,-21
-18,-26,-8,22,-5,-17,-20,-27,-34,-16,-16,-21
-23,-32,-9,27,-7,-21,-22,-30,-36,-18,-18,-23
-24,-33,-9,28,-8,-21,-24,-32,-36,-18,-19,-25
-27,-35,-8,31,-10,-22,-24,-32,-36,-18,-19,-25
-33,-39,-6,36,-14,-23,-25,-33,-38,-20,-21,-27
-33,-37,-4,35,-15,-21,-24,-32,-38,-20,-21,-27
-32,-35,-3,33,-15,-19,-23,-31,-38,-21,-21,-27
-31,-34,-3,32,-14,-19,-22,-30,-38,-21,-21,-26
-30,-32,-2,31,-14,-17,-22,-30,-38,-21,-21,-28
-25,-29,-4,27,-11,-17,-22,-30,-37,-20,-19,-28
-23,-29,-6,26,-9,-18,-22,-31,-37,-20,-20,-28
-21,-30,-9,25,-6,-20,-23,-32,-37,-20,-21,-28
-18,-28,-10,23,-4,-19,-22,-31,-36,-19,-20,-27
-15,-26,-11,20,-2,-19,-20,-29,-34,-18,-19,-25
-13,-23,-10,18,-2,-17,-18,-28,-34,-17,-18,-23
-14,-22,-8,18,-3,-15,-18,-27,-34,-17,-18,-22
-16,-22,-6,19,-5,-14,-19,-29,-35,-18,-18,-23
-17,-23,-6,20,-6,-15,-21,-30,-35,-19,-18,-24
-19,-24,-5,21,-7,-15,-21,-30,-35,-19,-18,-25
-20,-25,-5,22,-8,-15,-22,-30,-35,-19,-17,-25
-21,-26,-5,23,-8,-16,-22,-30,-35,-19,-17,-26
-24,-30,-6,27,-9,-18,-23,-31,-36,-20,-19,-27
-27,-34,-7,30,-10,-21,-24,-32,-37,-22,-20,-28
-28,-34,-6,31,-11,-20,-23,-32,-37,-21,-20,-27
-27,-32,-5,29,-11,-19,-23,-31,-37,-21,-20,-26
-29,-34,-5,31,-12,-20,-23,-32,-38,-22,-21,-27
-27,-34,-7,30,-10,-21,-24,-32,-39,-21,-22,-28
-27,-34,-7,30,-10,-21,-24,-32,-40,-21,-22,-28
-29,-35,-6,32,-12,-21,-25,-33,-41,-21,-22,-30
-28,-33,-5,30,-12,-19,-23,-31,-40,-21,-20,-29
-24,-31,-7,27,-9,-19,-21,-30,-37,-20,-19,-28
-23,-31,-8,27,-8,-20,-21,-31,-36,-21,-19,-27
-23,-31,-8,27,-8,-20,-21,-31,-34,-21,-19,-26
-24,-31,-7,27,-9,-19,-21,-30,-34,-21,-19,-26
-25,-31,-6,28,-10,-19,-21,-29,-34,-20,-20,-25
-25,-31,-6,28,-10,-19,-21,-29,-34,-19,-20,-25
-26,-33,-7,29,-10,-20,-21,-29,-35,-20,-20,-26
-26,-33,-7,29,-10,-20,-22,-30,-36,-19,-19,-26
-23,-31,-8,27,-8,-20,-21,-30,-35,-19,-18,-26
-22,-29,-7,25,-8,-18,-20,-29,-35,-19,-17,-26
-21,-28,-7,24,-7,-18,-20,-30,-35,-19,-17,-26
-23,-29,-6,26,-9,-18,-20,-30,-36,-19,-18,-26
-24,-30,-6,27,-9,-18,-20,-29,-35,-19,-18,-25
-22,-29,-7,25,-8,-18,-20,-28,-35,-19,-18,-24
-19,-27,-8,23,-6,-18,-19,-28,-35,-18,-17,-23
-21,-28,-7,24,-7,-18,-19,-28,-35,-18,-17,-24
-24,-30,-6,27,-9,-18,-20,-30,-36,-20,-18,-25
-24,-29,-5,26,-10,-17,-20,-30,-36,-20,-19,-26
-23,-29,-6,26,-9,-18,-20,-30,-36,-21,-19,-27
-21,-28,-7,24,-7,-18,-21,-31,-37,-22,-20,-28
-21,-29,-8,25,-7,-19,-20,-31,-37,-22,-20,-28
-23,-31,-8,27,-8,-20,-20,-32,-37,-22,-21,-27
-23,-31,-8,27,-8,-20,-19,-30,-36,-20,-20,-26
-22,-30,-8,26,-7,-19,-19,-28,-36,-19,-19,-26
-23,-31,-8,27,-8,-20,-19,-29,-37,-20,-18,-26
-24,-32,-8,28,-8,-20,-19,-29,-38,-20,-17,-26
-25,-32,-7,28,-9,-20,-20,-29,-37,-21,-17,-27
-25,-31,-6,28,-10,-19,-21,-30,-37,-21,-18,-26
-24,-30,-6,27,-9,-18,-21,-31,-37,-21,-18,-26
-22,-28,-6,25,-8,-17,-22,-31,-36,-20,-17,-25
-20,-25,-5,22,-8,-15,-20,-29,-34,-18,-15,-23
-18,-23,-5,20,-7,-14,-19,-29,-33,-18,-15,-23
-18,-26,-8,22,-5,-17,-20,-29,-34,-18,-16,-24
-20,-29,-9,24,-6,-19,-20,-30,-35,-19,-17,-25
-23,-32,-9,27,-7,-21,-21,-30,-36,-19,-18,-25
-25,-33,-8,29,-9,-21,-21,-30,-36,-19,-17,-26
-25,-32,-7,28,-9,-20,-21,-29,-36,-19,-17,-27
-27,-33,-6,30,-11,-20,-21,-29,-37,-20,-18,-28
-29,-34,-5,31,-12,-20,-22,-30,-37,-20,-19,-29
-29,-34,-5,31,-12,-20,-22,-31,-37,-21,-20,-29
-29,-36,-7,32,-11,-22,-22,-31,-38,-22,-21,-30
-28,-34,-6,31,-11,-20,-21,-30,-37,-22,-20,-29
-25,-34,-9,29,-8,-22,-21,-30,-37,-22,-20,-28
-25,-34,-9,29,-8,-22,-21,-30,-37,-22,-20,-28
-23,-33,-10,28,-7,-22,-21,-30,-37,-21,-19,-28
-20,-31,-11,25,-5,-21,-20,-30,-37,-20,-18,-27
-21,-33,-12,27,-5,-23,-21,-31,-37,-20,-18,-28
-23,-34,-11,28,-6,-23,-22,-32,-37,-20,-18,-29
-26,-34,-8,30,-9,-21,-22,-31,-36,-20,-18,-29
-25,-31,-6,28,-10,-19,-21,-30,-36,-19,-18,-28
-25,-31,-6,28,-10,-19,-20,-30,-36,-19,-18,-28
-28,-33,-5,30,-12,-19,-20,-30,-37,-20,-20,-28
-27,-33,-6,30,-11,-20,-20,-30,-37,-21,-21,-29
-25,-32,-7,28,-9,-20,-21,-31,-38,-22,-21,-29
-22,-30,-8,26,-7,-19,-21,-31,-38,-21,-21,-28
-22,-30,-8,26,-7,-19,-21,-31,-37,-21,-21,-28
-20,-28,-8,24,-6,-18,-21,-30,-37,-20,-20,-28
-18,-25,-7,21,-6,-16,-20,-29,-36,-20,-19,-28
-14,-22,-8,18,-3,-15,-19,-29,-35,-19,-18,-27
-12,-20,-8,16,-2,-14,-19,-29,-35,-19,-18,-27
-16,-21,-5,18,-6,-13,-20,-30,-36,-20,-19,-28
-18,-22,-4,20,-7,-13,-19,-29,-35,-21,-18,-27
-19,-23,-4,21,-8,-14,-19,-29,-35,-21,-18,-26
-23,-27,-4,25,-10,-16,-20,-30,-36,-21,-18,-27
-25,-30,-5,27,-10,-18,-21,-30,-36,-21,-19,-27
-24,-29,-5,26,-10,-17,-20,-29,-36,-19,-18,-26
-19,-26,-7,22,-6,-17,-20,-29,-35,-17,-17,-25
-18,-26,-8,22,-5,-17,-21,-29,-36,-17,-17,-26
-21,-29,-8,25,-7,-19,-23,-30,-37,-18,-18,-28
-23,-31,-8,27,-8,-20,-24,-31,-38,-19,-20,-29
-19,-27,-8,23,-6,-18,-22,-30,-38,-19,-19,-28
-13,-21,-8,17,-3,-15,-19,-29,-36,-18,-18,-25
-13,-20,-7,16,-3,-14,-17,-28,-36,-18,-18,-25
-16,-22,-6,19,-5,-14,-16,-29,-36,-18,-19,-25
-19,-25,-6,22,-7,-16,-17,-29,-36,-19,-19,-26
-19,-27,-8,23,-6,-18,-17,-28,-36,-19,-18,-26
-20,-28,-8,24,-6,-18,-16,-28,-36,-18,-18,-26
-24,-33,-9,28,-8,-21,-18,-29,-38,-20,-19,-27
-25,-33,-8,29,-9,-21,-20,-30,-39,-20,-19,-27
-25,-32,-7,28,-9,-20,-21,-31,-38,-20,-18,-28
-23,-30,-7,26,-8,-19,-22,-31,-38,-20,-18,-28
-25,-30,-5,27,-10,-18,-23,-32,-39,-21,-18,-29
-28,-31,-3,29,-13,-17,-23,-32,-38,-22,-19,-29
-26,-29,-3,27,-12,-16,-22,-31,-37,-21,-19,-29
-22,-27,-5,24,-9,-16,-22,-30,-37,-20,-19,-27
-19,-25,-6,22,-7,-16,-20,-28,-35,-19,-18,-26
-15,-20,-5,17,-5,-13,-18,-26,-33,-17,-17,-25
-15,-22,-7,18,-4,-15,-18,-27,-33,-17,-17,-25
-19,-25,-6,22,-7,-16,-19,-28,-35,-19,-18,-27
-21,-25,-4,23,-9,-15,-17,-28,-35,-19,-16,-26
-23,-23,0,23,-12,-12,-15,-27,-34,-18,-15,-25
-22,-20,2,21,-12,-9,-13,-25,-33,-16,-13,-23
-21,-18,3,19,-12,-8,-10,-23,-32,-14,-12,-22
-20,-16,4,18,-12,-6,-9,-22,-31,-13,-12,-21
-21,-18,3,19,-12,-8,-10,-22,-31,-14,-13,-22
-20,-20,0,20,-10,-10,-10,-20,-31,-14,-15,-23
-19,-18,1,18,-10,-9,-8,-19,-30,-15,-16,-23
-16,-16,0,16,-8,-8,-7,-19,-29,-15,-16,-23
-16,-15,1,15,-9,-7,-5,-18,-29,-16,-15,-23
-17,-15,2,16,-10,-7,-3,-18,-29,-15,-14,-22
-18,-13,5,15,-12,-4,-3,-19,-29,-15,-13,-21
-19,-10,9,14,-14,-1,-3,-19,-29,-13,-12,-21
-18,-9,9,13,-14,0,-4,-19,-29,-12,-13,-21
-19,-8,11,13,-15,1,-6,-21,-31,-13,-13,-21
-19,-6,13,12,-16,3,-8,-22,-31,-12,-13,-21
-16,-4,12,10,-14,4,-9,-21,-30,-11,-12,-20
-13,-1,12,7,-13,5,-10,-22,-30,-11,-12,-19
-13,-1,12,7,-13,5,-12,-24,-30,-12,-12,-19
-15,0,15,7,-15,7,-13,-25,-29,-11,-11,-20
-14,0,14,7,-14,7,-15,-25,-29,-11,-10,-20
-13,0,13,6,-13,6,-17,-27,-29,-12,-10,-19
-13,-1,12,7,-13,5,-21,-29,-31,-13,-10,-20
-15,-3,12,9,-14,4,-25,-32,-33,-14,-12,-20
-15,-5,10,10,-13,2,-27,-34,-35,-15,-12,-19
-16,-5,11,10,-14,3,-28,-35,-36,-15,-12,-19
-15,-5,10,10,-13,2,-29,-35,-37,-15,-12,-18
-14,-5,9,9,-12,2,-29,-35,-36,-14,-11,-17
-9,-2,7,5,-8,2,-30,-35,-35,-13,-10,-17
-4,-1,3,2,-4,1,-30,-35,-35,-13,-10,-17
-6,-4,2,5,-4,-1,-31,-34,-35,-13,-9,-17
-9,-8,1,8,-5,-4,-32,-35,-35,-13,-9,-18
-10,-10,0,10,-5,-5,-32,-33,-33,-11,-7,-17
-7,-9,-2,8,-3,-6,-31,-32,-30,-10,-5,-14
-7,-12,-5,9,-1,-9,-31,-32,-30,-10,-6,-14
-9,-14,-5,11,-2,-10,-32,-31,-29,-9,-6,-13
-7,-14,-7,10,0,-11,-31,-31,-28,-9,-5,-12
-6,-14,-8,10,1,-11,-30,-29,-27,-9,-6,-12
-8,-14,-6,11,-1,-10,-27,-29,-27,-9,-6,-12
-11,-16,-5,13,-3,-11,-26,-29,-27,-11,-7,-14
-13,-17,-4,15,-5,-11,-25,-29,-29,-13,-9,-16
-15,-19,-4,17,-6,-12,-24,-30,-31,-15,-11,-18
-18,-21,-3,19,-8,-12,-24,-30,-32,-17,-13,-21
-18,-23,-5,20,-7,-14,-23,-30,-33,-18,-14,-22
-17,-23,-6,20,-6,-15,-23,-30,-33,-19,-15,-24
-18,-26,-8,22,-5,-17,-24,-31,-36,-21,-17,-25
-19,-30,-11,24,-4,-21,-25,-34,-38,-23,-20,-27
-21,-32,-11,26,-5,-22,-26,-36,-41,-26,-22,-28
-19,-34,-15,26,-2,-25,-27,-37,-42,-28,-24,-30
-18,-34,-16,26,-1,-25,-28,-38,-42,-28,-25,-31
-17,-33,-16,25,-1,-25,-27,-37,-41,-27,-24,-30
-17,-32,-15,24,-1,-24,-26,-36,-40,-26,-22,-29
-16,-30,-14,23,-1,-22,-25,-35,-39,-25,-20,-28
-15,-28,-13,21,-1,-21,-25,-34,-39,-25,-19,-28
-15,-28,-13,21,-1,-21,-25,-34,-39,-25,-19,-28
-19,-32,-13,25,-3,-23,-26,-35,-40,-26,-20,-29
-23,-37,-14,30,-5,-26,-27,-36,-42,-27,-21,-30
-25,-39,-14,32,-6,-27,-27,-37,-42,-27,-22,-31
-24,-39,-15,31,-5,-27,-28,-37,-41,-27,-23,-30
-21,-37,-16,29,-3,-27,-26,-37,-40,-25,-22,-29
-21,-36,-15,28,-3,-26,-26,-37,-40,-26,-23,-29
-23,-39,-16,31,-4,-28,-27,-38,-42,-28,-25,-31
-22,-36,-14,29,-4,-25,-26,-37,-41,-27,-24,-30
-20,-34,-14,27,-3,-24,-26,-35,-40,-27,-23,-29
-19,-33,-14,26,-3,-24,-26,-34,-41,-28,-23,-30
-19,-32,-13,25,-3,-23,-24,-33,-40,-27,-22,-29
